clean_name,C2_EAV_pct,burden_C2_neg10,burden_C2_nochange,burden_C2_plus10,burden_C2_plus20,burden_C2_plus30,burden_C2_plus40,C2_av,C2_eav_original,C2_DistrictRev,C2_current_nonTIF_EAV_post_exemps,C2_current_TIF_increment_EAV,C2_current_Exempt_EAV,C2_current_GHE,C2_Total_EAV,C2_exe_neg10,C2_exe_0,C2_exe_plus10,C2_exe_plus20,C2_exe_plus30,C2_exe_plus40,C2_PC_permuni,agency_num,MuniLevy,current_nonTIF_EAV_post_exemps,current_TIF_increment_EAV,current_Exempt_EAV,Total_EAV,cur_muni_comp_rate,tr_neg10,tr_nochange,tr_plus10,tr_plus20,tr_plus30,tr_plus40,tax_rate_current,taxrate_noexemps,taxrate_noTIFs,taxrate_noTIFs_orExemps,C2_neg10_taxableEAV,C2_nochange,C2_plus10_taxableEAV,C2_plus20_taxableEAV,C2_plus30_taxableEAV,C2_plus40_taxableEAV,burden_C2_noexemps
Sauk Village,0.45045282816276616,0.6253028469105095,0.5333004818258088,0.4498097932612712,0.4180737085916624,0.39288466819981727,0.37581640935923616,19663521,59043523,6307551.29,37028618.87201535,1834675.8489258492,20098149.454737104,17048420,58961444.175678305,0,17104647,27584783,30796782,33107119,34566634,3193,031140000,11856590.87,69432937.21626517,41544842.50190832,20098149.454737104,131075929.17291059,0.17076320468871806,0.13709996294750615,0.17076320468871806,0.2013120631849182,0.21292415043038257,0.22214070432178726,0.22838590163734637,0.17076320468871806,0.13242987783192142,0.1068375209894237,0.09045589792737015,54077038.87201535,37028618.87201535,26492255.87201535,23280256.87201535,20969919.87201535,19510404.87201535,0.638066290166619
Schaumburg,0.412440236569019,0.41809031444421935,0.3870078750589928,0.3539779028420325,0.31684708365836856,0.27777821961914834,0.24169140881564424,568443519,1706865160,143306467.43,1414560238.4622495,3801616.212675886,288580170.4432813,195236563,1706942025.1182065,0,191109296,382116414,570622671,748041135,895675848,26252,031150000,369684365.71,3655120036.6313562,194754309.8729779,288580170.4432813,4138454516.9476156,0.10114151163437841,0.09601302013049766,0.10114151163437841,0.1065913391008999,0.1127177916728966,0.11916401472534612,0.12511820964274653,0.10114151163437841,0.09374048388536735,0.09602504716697349,0.08932908751227903,1609796801.4622493,1414560238.4622493,1227680387.4622493,1039174130.4622493,861755666.4622493,714120953.4622493,0.43186355946891003
Schiller Park,0.4308886832121771,0.42058326630161486,0.382403865528082,0.33651259425346275,0.2904277113629781,0.2456685185983554,0.19903453899125592,59688443,179226504,18051645.29,140387712.71169445,1409622.4641654263,37429102.38564975,24190503,179226437.5615096,0,24920000,49582931,71777185,90737029,108237021,3546,031160000,46866444.84,367118968.6271229,11398114.122346675,37429102.38564975,415946185.1351193,0.12766010161572863,0.11976823521578041,0.12766010161572863,0.13714604886700513,0.1466720165736824,0.15592395773334577,0.1655634263813783,0.12766010161572863,0.11584888965771464,0.12381593057721958,0.1126742990196569,164578215.71169445,140387712.71169445,114995284.71169445,92801030.71169445,73841186.71169445,56341194.71169445,0.4395443405580596
Skokie,0.5779052653885212,0.5754073810823572,0.5502518133669267,0.5150538754396666,0.478735265104036,0.43872153047758045,0.398151088248469,569231112,1709230142,145310541,1449009480.1495323,2002673.6658500857,258218009.7137061,156016822,1709230163.5290885,0,174032317,347148852,517308489,679284808,821525234,24212,031170000,261876689.1,2633357028.454322,66055293.94340881,258218009.7137061,2957630332.111437,0.0994459491327355,0.09388368255382712,0.0994459491327355,0.10722873169578606,0.11525931143652304,0.12410693758942117,0.13307765999391283,0.0994459491327355,0.09056541353528674,0.09701248191213345,0.08854273850817847,1605026302.1495323,1449009480.1495323,1257877450.1495323,1087717813.1495323,925741494.1495323,783501068.1495323,0.5904143822409191
South Barrington,0.8165016460033389,0.814327661323002,0.8085031354990293,0.8023013451363784,0.7956844093211988,0.7886092000531713,0.7810264011543762,127054272,381505868,30518520.43,362371189.65698284,0,19044352.423366554,14060000,381415542.0803494,0,14060000,28120000,42180000,56240000,70300000,1814,031180000,38588220.69,448200104.2993085,0,19044352.423366554,467244456.722675,0.08609596544009447,0.08347728980092675,0.08609596544009447,0.08888425719683382,0.09185919612728377,0.0950401723495782,0.09844935815338306,0.08609596544009447,0.08258679184909705,0.08609596544009447,0.08258679184909705,376431189.65698284,362371189.65698284,348311189.65698284,334251189.65698284,320191189.65698284,306131189.65698284,0.8163083298101749
South Chicago Heights,0.4390662006808762,0.44595252478045994,0.37148227204362005,0.2720904524522477,0.19795391541775703,0.1703555442727338,0.15965626624543386,12455722,37400786,3428815.81,24899020.05910727,634740.511545849,11867030.875795221,9009071,37400791.44644834,0,9594666,18161100,23510650,25257895,25904393,1541,031190000,9127661.5,67026132.69303895,6289403.301494771,11867030.875795221,85182566.87032893,0.13618063780887005,0.12004520349349235,0.13618063780887005,0.15771581618633118,0.17377894447886924,0.1797586704561069,0.18207687794818464,0.13618063780887005,0.11569648226916557,0.12449832598483004,0.10715410248079031,33908091.05910727,24899020.059107266,15746991.059107266,10397441.059107266,8650196.059107266,8003698.059107266,0.46602328100107393
South Holland,0.6157742625739072,0.6104441671581488,0.5498608546876956,0.46736168519218263,0.35639816516619105,0.23105058213900126,0.16531162719292208,103417398,310531407,42162595.25,217540911.45542338,769121.4160934901,92233606.51579584,61573252,310543639.3873127,0,62057719,122896105,180547255,225642384,243877340,7974,031200000,77159767.86,395629020.6892071,16272959.82601681,92392248.51278624,504294229.02801013,0.1950306065151225,0.16875435358168875,0.1950306065151225,0.23084091232882215,0.2789942397593798,0.3334059472740251,0.3619908245957825,0.1950306065151225,0.15810738738123187,0.18732555683147092,0.15300545478920063,279114163.4554234,217540911.4554234,156218058.4554234,98566908.45542341,53471779.455423415,35236823.455423415,0.6347561828150624
Steger,0.7713052542804502,0.7764398270006676,0.7295646570099464,0.637875602077736,0.5713750732496111,0.5295759306318937,0.4978684550065707,17695348,53133757,4801880.85,37891302.9240976,298724.87696459756,15028292.776836587,10889907,53218320.577898785,0,14231785,24040201,30057881,32969534,34854892,2334,031210000,6579321.75,51936867.500396214,1922944.2768693443,15028292.776836587,68888104.55410215,0.12667921780130093,0.10472162230703896,0.12667921780130093,0.1696288472074696,0.2007794907667678,0.2203593379606762,0.23521197580844994,0.12667921780130093,0.09824992164226738,0.1221564192836106,0.0955073708673875,48781209.9240976,37891302.9240976,24741008.924097598,18723328.924097598,15811675.924097598,13926317.924097598,0.7902556416179606
Stickney,0.6254370885195586,0.6425631560323699,0.5987002110317148,0.5353411608903337,0.4581506138019686,0.36040578629927295,0.2454937364714078,33914422,101834843,9858502.49,77037606.39212315,0,24797228.38610848,15808330,101834834.77823164,0,16786836,33365435,49202017,63765753,76057768,2157,031220000,15989321.03,128674760.71098675,9339891.583910285,24807228.385457642,162821880.68035468,0.12426151750080364,0.11065803182230793,0.12426151750080364,0.14390836461882897,0.1678473736135928,0.1981639434835736,0.23381217483720612,0.12426151750080364,0.10417718146689312,0.11585234440061831,0.09820130416863067,92845936.39212316,77037606.39212316,59480501.39212316,43643919.39212316,29080183.392123163,16788168.392123163,0.6634969704115645
Stone Park,0.5794203319945139,0.5691423299331915,0.5253595363901178,0.46549065341216606,0.4033063841527513,0.33972675606878855,0.2804824848216874,11931255,35825993,4483471.99,27452474.803749956,6628.157732593962,8366882.434750975,5310000,35825985.39623353,0,5639981,11162895,15998641,20001152,23094088,851,031230000,8556694.92,52254642.58702349,1209223.7831176834,8366882.434750975,61830748.804892145,0.16374994634687068,0.14864497607301905,0.16374994634687068,0.1844045831237815,0.20585802322327099,0.22779285913742947,0.24823200620106023,0.16374994634687068,0.14114945008273128,0.16004631727829538,0.13838899067842084,32762474.803749964,27452474.803749964,21599579.803749964,16763833.803749964,12761322.803749964,9668386.803749964,0.5908686267070169
Streamwood,0.776065257681338,0.7729081594020581,0.7439139310282056,0.7064989767659663,0.657010125399501,0.5904526067456668,0.5134019496013386,242224876,727328613,71728092.34,589960603.4666309,0,137357837.85782763,101253570,727318441.3244586,0,101273035,202350023,302189599,398416817,476938227,13737,031240000,96395215.38,793049543.582566,6792945.2087475145,137357837.85782763,937200326.6491412,0.12155005467191735,0.10778807980869269,0.12155005467191735,0.1393088876860762,0.16279853947930514,0.19438975435359707,0.23096148832570854,0.12155005467191735,0.10360538545036847,0.12051774784516407,0.10285444065587418,691214173.4666309,589960603.4666309,488864150.46663094,389024574.46663094,292797356.46663094,214275946.46663094,0.7817204117603554
Summit,0.5485739256962516,0.5634457755503399,0.5196983609410305,0.46270593814814603,0.39856258592242194,0.3329617364814661,0.27674386226107994,37125599,111477026,11859654.68,84814808.55324322,1592916.899091754,25069289.170950916,16354397,111477014.62328589,0,16896461,33665527,49224595,62042076,71176180,2514,031250000,22524739.66,163200069.36267215,14812290.088635044,25200044.161411062,203212403.61271825,0.13801917945233397,0.12544794967396425,0.13801917945233397,0.15439648652187876,0.17282868021345507,0.19167969939580934,0.20783443267062038,0.13801917945233397,0.11955799409388711,0.12653469528424138,0.11084333071975075,101169205.55324322,84814808.55324322,67503678.55324322,51944610.55324322,39127129.55324322,29993025.55324322,0.5832485749014564
Thornton,0.4184210986043098,0.394399960464803,0.3110591734278703,0.19946363871236666,0.0993864165736821,0.08454380665625955,0.08076116609073837,8732351,26220624,3276040.21,16116132.928875,206703.16804407715,9897780.836982414,7130000,26220616.93390149,0,7213756,14352434,19307112,19949702,20110148,988,031260000,10569592.89,51810505.22084048,957349.3211334121,9897780.836982414,62665635.3789563,0.20400482189755684,0.17932647252339384,0.20400482189755684,0.23704978934051243,0.2666840265506759,0.27107912679138096,0.2721992185105946,0.20400482189755684,0.17128320303850136,0.20030363147685828,0.16866649202681455,23246132.928875,16116132.928875,8893698.928875,3939020.9288749993,3296430.9288749993,3135984.9288749993,0.4215627337547739
Tinley Park,0.7646099556002354,0.7616079078904414,0.7312638185604702,0.6921585757031053,0.6410061804126364,0.5742309002150795,0.49094233809240223,368009593,1105022444,109563706.16,873755211.8841269,5150878.302679505,226052890.62405252,152121001,1104958980.810859,0,152121623,303926656,452565537,592850508,716240362,18776,031270000,151971909.71,1194856342.8232484,24283407.49038354,226070890.6235939,1445210640.9372258,0.12718843618548775,0.11282356171116464,0.12718843618548775,0.14570084511962286,0.16991648240806506,0.20152837472669158,0.24095867602009524,0.12718843618548775,0.10695263355699866,0.12465503620147256,0.1051555430089039,1025876212.8841269,873755211.8841269,721949556.8841269,573310675.8841269,433025704.8841269,309635850.8841269,0.7740073359283137
University Park,0.032120053238313816,0.022853538075489666,0.019542178173776046,0.016208298844746855,0.012851669584215377,0.009472056731367312,0.006252549496898877,31673,95104,11886.47,57666.85237361769,0,9999.978777730477,10000,67666.83115134816,0,10000,20000,30000,40000,49463,3,031280000,619608.36,2950891.751207229,0,9999.978777730477,2960891.7299849596,0.2099732596922656,0.20926410421703875,0.2099732596922656,0.21068723789158583,0.21140608817940287,0.21212986059613836,0.2128193450528639,0.2099732596922656,0.20926410571694473,0.2099732596922656,0.20926410571694473,67666.85237361769,57666.85237361769,47666.85237361769,37666.85237361769,27666.852373617687,18203.852373617687,0.02285353107176664
Westchester,0.7297852431063581,0.7181570703536146,0.6897674023233155,0.6527709762942483,0.6074460036555369,0.5497879531427673,0.4758784249772482,162057893,486611278,38034430.52,391624265.2416843,170517.33604473816,94845022.54211792,57190000,486639805.11984694,0,58897079,117683774,176253944,233718201,288888538,7330,031290000,54069539.59,567762790.6488365,4179138.9933909504,94845022.54211792,666786952.1843454,0.09523262263842547,0.08651779846260722,0.09523262263842547,0.10658947780252531,0.1205029609365505,0.13820234974246942,0.16089048199511677,0.09523262263842547,0.08160111986850041,0.09453676463941482,0.0810896785140623,448814265.2416843,391624265.2416843,331130491.2416843,272560321.2416843,215096064.24168432,159925727.24168432,0.7341737874189667
Western Springs,0.9482440508819273,0.9530148843091749,0.9507339605723958,0.9480394950628435,0.9451378858836522,0.9419062939406896,0.9382862136787604,267408570,802947640,59796704.7,745183455.6058584,3622311.4260629625,54141848.53606122,38050000,802947615.5679827,0,39350000,78694657,117999391,157152544,196143041,5014,031300000,62892452.71,783798082.8592846,8833258.748275429,54141848.53606122,846773190.1436213,0.08024063095506587,0.07652564266037026,0.08024063095506587,0.0846291634022671,0.08935507508561744,0.0946184366122461,0.10051453720608493,0.08024063095506587,0.075056039643881,0.07934641164005182,0.07427307978342206,783233455.6058586,745183455.6058586,704538798.6058586,665234064.6058586,626080911.6058586,587090414.6058586,0.9539171892797558
Wheeling,0.4732364459038272,0.4759799148681587,0.43538570539443155,0.3884835925987756,0.3356019355459887,0.2792844261345768,0.22619801530148287,204951981,615409388,55756278.14,461634917.16505724,32593895.067570657,121050455.75310643,82137341,615279267.9857343,0,82230000,163459477,241378758,311787653,368773364,11964,031310000,129663803.61,1060289558.0755129,119086851.69869423,121050455.75310643,1300426865.5273135,0.12229093705812527,0.11349855620077569,0.12229093705812527,0.1324495592867628,0.14390330294142792,0.15610122471652677,0.1675993164011641,0.12229093705812527,0.1097599354057017,0.10994268033123053,0.09970864725054898,543772258.1650572,461634917.16505724,380312781.1650572,302393500.1650572,231984605.16505718,174998894.16505718,0.49324103653251494
Willow Springs,0.8542125011355758,0.8530728157063208,0.837850956628316,0.8168818766177285,0.7926356293932066,0.7639057326544981,0.7293310800783588,66204044,198790890,15022542.77,156114050.68249547,12702701.265657043,29974117.883925483,19361770,198790869.832078,0,20438191,40742884,60066342,77816772,94173942,2778,031320000,18254021.46,186326755.9074354,16407436.625220928,29984117.882762257,232718310.41541857,0.09796779518379181,0.0887416250528423,0.09796779518379181,0.11067360122346667,0.12536914605350113,0.14278606873007185,0.16375052339426094,0.09796779518379181,0.08438790496359781,0.09003918496412318,0.0784382691134844,175475820.68249547,156114050.68249547,134732936.68249547,115409478.68249547,97659048.68249547,81301878.68249547,0.860281156031527
Wilmette,0.8806131661055011,0.8786515988439487,0.8738821177680651,0.868652681476276,0.8630125608538413,0.856907638970331,0.8503452882636526,594452387,1784962200,144702811.41,1676208809.5976624,0,108836036.9078648,75389756,1785044846.5055273,0,75890206,151757319,227586850,302928452,377060249,10298,031330000,165407871.02,1918117759.268008,0,108836036.9078648,2026953796.1758728,0.08623447138257193,0.08297328690921063,0.08623447138257193,0.08981015522907004,0.09366664894591774,0.09784095557190622,0.10232803412256523,0.08623447138257193,0.0816041645014626,0.08623447138257193,0.0816041645014626,1751598565.5976624,1676208809.5976624,1599841246.5976624,1524011715.5976624,1448670113.5976624,1374538316.5976624,0.8806539398546035
Winnetka,0.9389996472164873,0.9385215791689693,0.9371178087784126,0.9356073819068068,0.9340446374452022,0.9324075838007113,0.9306978631663461,440197034,1321779646,110527609.09,1279653905.0659745,0,42125736.075864136,31179684,1321779641.1418386,0,31610054,63210054,94805739,126336963,157677509,4478,031340000,118036507.47,1365520848.156837,0,42125736.075864136,1407646584.2327013,0.08644064836455936,0.08451096333995349,0.08644064836455936,0.08851694811735825,0.0906651659492276,0.09291553247889729,0.09526579027503573,0.08644064836455936,0.08385379454768535,0.08644064836455935,0.08385379454768535,1310833589.0659745,1279653905.0659745,1247623535.0659745,1216027850.0659745,1184496626.0659745,1153156080.0659745,0.9389996437652223
Worth,0.7580494504318697,0.7441535530440245,0.7056338715355213,0.6526943326311825,0.5886406057316581,0.503902181639728,0.4056756045188252,53748381,161390290,16220079.62,122192351.60295862,118531.21763574494,39079394.697571024,26071613,161390277.51816538,0,26573892,52467295,75321365,96487623,113469691,3680,031350000,22944632.65,173166788.80090794,601927.0602160083,39133344.69449556,212902060.5556195,0.132500191340845,0.11516169795884922,0.132500191340845,0.15632935630255845,0.18516124370262446,0.22330373470412326,0.26751751816884145,0.132500191340845,0.1080763929453524,0.13204121660389873,0.10777083411086028,148263964.60295862,122192351.6029586,95796669.60295862,72942599.60295862,51776341.60295862,34794273.60295862,0.7596403433444913
NA,0.8092243089669324,0.8001242087652337,0.7825636716134676,0.7612842282893102,0.7366807615956177,0.7100915948738953,0.6821766305512604,778402697,2337310100,179688862.82,1987048053.5045404,0,349106541.9055958,223162965,2336154595.410136,0,225245337,449570147,665717589,858053901,1025346024,32192,NA,232948670.08,2539151925.3733068,0,349182092.8964169,2888334018.2697234,0.09174270659119849,0.08433035070867854,0.09174270659119849,0.10072477096440993,0.11111008982554964,0.12233407680176976,0.13411835068435105,0.09174270659119849,0.08065156889975957,0.09174270659119851,0.08065156889975957,2210211018.5045404,1987048053.5045404,1760640871.5045404,1544493429.5045404,1352157117.5045404,1184864994.5045404,0.8088242497692929
