keypin,pin,pins_per_keypin,needs_keypin
02154210050000,02154210090000,6,0
02154210050000,02154210100000,6,0
02154210050000,02154210120000,6,0
02154210050000,02154210130000,6,0
02154240110000,02154240110000,1,0
02154290020000,02154290020000,2,0
02154290020000,02154290030000,2,0
02154290040000,02154290040000,1,0
02154290050000,02154290050000,1,0
02154290100000,02154290100000,1,0
02154290150000,02154290150000,1,0
02154300010000,02154300010000,1,0
02154300020000,02154300020000,1,0
02154300040000,02154300040000,1,0
02154300060000,02154300060000,1,0
02154300130000,02154300130000,1,0
02154300200000,02154300200000,1,0
02154300220000,02154300220000,1,0
02154310040000,02154310040000,1,0
02154310080000,02154310050000,2,0
02154310060000,02154310060000,1,1
02154310080000,02154310080000,2,0
02154320170000,02154320170000,1,0
02154320190000,02154320190000,1,0
02154320200000,02154320200000,1,0
02154320210000,02154320210000,1,1
02154320220000,02154320220000,1,0
02154320230000,02154320230000,1,0
02154320240000,02154320240000,1,0
02154330020000,02154330020000,1,0
02154330050000,02154330050000,1,0
02154330150000,02154330150000,1,0
02154330160000,02154330160000,1,0
02154330170000,02154330170000,1,0
02154330180000,02154330180000,1,0
02154330190000,02154330190000,1,0
02161020010000,02161020010000,1,0
02161030030000,02161030030000,1,1
02162000020000,02162000020000,1,1
02162000030000,02162000030000,1,1
02162000090000,02162000090000,1,1
02162000110000,02162000110000,2,0
02162000110000,02162000120000,2,0
02162000130000,02162000130000,1,0
02162000140000,02162000140000,1,0
02162050010000,02162050010000,1,0
02162050110000,02162050030000,3,0
02162050110000,02162050110000,3,0
02162050110000,02162050120000,3,0
02163000010000,02163000010000,1,1
02163020020000,02163020020000,1,1
02164080290000,02164080290000,1,1
02164120130000,02164120130000,2,0
02164120130000,02164120140000,2,0
02171100280000,02171100280000,1,1
02172010020000,02172010020000,1,1
02172010080000,02172010080000,1,1
02174000260000,02174000260000,1,1
02191190490000,02191190490000,2,0
02191190490000,02191190510000,2,0
02191190528002,02191190528002,1,1
02191190538002,02191190538002,1,1
02191190548002,02191190548002,1,1
02191190558002,02191190558002,1,1
02191190560000,02191190560000,1,0
02191190570000,02191190570000,1,0
02191190580000,02191190580000,1,0
02194300250000,02194300250000,1,1
02194320070000,02194320070000,1,1
02221000010000,02221000010000,3,0
02221000010000,02221000020000,3,0
02221000010000,02221000030000,3,0
02221000330000,02221000070000,2,0
02221000330000,02221000330000,2,0
02221140110000,02221140110000,1,1
02222010600000,02222010600000,1,1
02222030060000,02222030060000,4,0
02222030110000,02222030110000,2,0
02222030060000,02222030130000,4,0
02222030060000,02222030150000,4,0
02222030110000,02222030160000,2,0
02222030180000,02222030180000,1,1
02222030190000,02222030190000,1,1
02222040050000,02222040050000,2,0
02222040050000,02222040060000,2,0
02222040070000,02222040070000,1,0
02222040080000,02222040080000,1,0
02222050010000,02222050010000,2,0
02222050010000,02222050020000,2,0
02222050050000,02222050050000,1,0
02222050070000,02222050070000,1,0
02222050080000,02222050080000,1,1
02222030060000,02222060130000,4,0
02222090630000,02222090630000,1,0
02224100110000,02224100110000,2,0
02224100110000,02224100120000,2,0
02231000020000,02231000010000,2,0
02231000020000,02231000020000,2,0
02231000470000,02231000080000,3,0
02231000470000,02231000100000,3,0
02231000350000,02231000350000,1,0
02231000360000,02231000360000,1,1
02231000470000,02231000470000,3,0
02231010010000,02231010010000,1,0
02231010030000,02231010030000,2,0
02231010390000,02231010390000,1,0
02231010030000,02231010550000,2,0
02231030030000,02231030030000,1,1
02231030320000,02231030320000,1,0
02231030350000,02231030350000,1,0
02231050090000,02231050090000,3,0
02231050090000,02231050100000,3,0
02231050120000,02231050120000,4,0
02231050120000,02231050130000,4,0
02231050120000,02231050140000,4,0
02231050170000,02231050170000,2,0
02231050090000,02231050180000,3,0
02231050120000,02231050190000,4,0
02231050200000,02231050200000,1,0
02231050170000,02231050210000,2,0
02231140140000,02231140140000,2,0
02231140250000,02231140250000,1,0
02231140270000,02231140270000,1,0
02231140291001,02231140291001,1,0
02231140291002,02231140291002,1,0
02231140291003,02231140291003,1,0
02231140291004,02231140291004,1,0
02231140300000,02231140300000,1,1
02231140320000,02231140320000,1,0
02231140401001,02231140401001,1,0
02231140401002,02231140401002,1,0
02231140401003,02231140401003,1,0
02231140401004,02231140401004,1,0
02231140401005,02231140401005,1,0
02231140401006,02231140401006,1,0
02231140411001,02231140411001,1,0
02231140411002,02231140411002,1,0
02231140411003,02231140411003,1,0
02231140411004,02231140411004,1,0
02231140411005,02231140411005,1,0
02231140411006,02231140411006,1,0
02231140140000,02231140420000,2,0
02231140430000,02231140430000,1,0
02231140440000,02231140440000,2,0
02231140440000,02231140450000,2,0
02232000010000,02232000010000,3,0
02232000010000,02232000020000,3,0
02232000010000,02232000030000,3,0
02232000040000,02232000040000,6,0
02232000040000,02232000050000,6,0
02232000040000,02232000060000,6,0
02232000040000,02232000070000,6,0
02232000040000,02232000080000,6,0
02232000040000,02232000090000,6,0
02232000120000,02232000120000,1,0
02232000220000,02232000220000,1,0
02232000230000,02232000230000,1,0
02232000240000,02232000240000,1,0
02232060010000,02232060010000,1,0
02232060030000,02232060030000,1,0
02232060080000,02232060080000,3,0
02232060080000,02232060090000,3,0
02232060080000,02232060100000,3,0
02232120010000,02232120010000,1,0
02232130110000,02232130110000,1,0
02232130150000,02232130130000,2,0
02232130140000,02232130140000,1,0
02232130150000,02232130150000,2,0
02232140050000,02232140050000,2,0
02232140050000,02232140060000,2,0
02232140120000,02232140110000,2,0
02232140120000,02232140120000,2,0
02232140190000,02232140190000,1,0
02232150100000,02232150100000,2,0
02232150100000,02232150110000,2,0
02232150120000,02232150120000,2,0
02232150120000,02232150130000,2,0
02232150280000,02232150280000,1,0
02232180020000,02232180020000,2,0
02232180020000,02232180030000,2,0
02232180060000,02232180060000,1,0
02232180080000,02232180080000,2,0
02232180080000,02232180090000,2,0
02232180180000,02232180180000,1,0
02232180200000,02232180200000,1,1
02232190270000,02232190270000,1,0
02232200030000,02232200030000,1,1
02232200050000,02232200050000,1,0
02232200060000,02232200060000,1,1
02234010120000,02232210050000,4,0
02234010120000,02232210070000,4,0
02232210080000,02232210080000,1,0
02233080040000,02233080040000,2,0
02233080050000,02233080050000,1,0
02233080130000,02233080130000,1,0
02233080150000,02233080150000,1,0
02233080160000,02233080160000,1,0
02233080170000,02233080170000,1,0
02233080190000,02233080190000,2,0
02233080190000,02233080200000,2,0
02233080230000,02233080230000,1,0
02233080240000,02233080240000,1,0
02233080250000,02233080250000,1,0
02233080270000,02233080270000,1,0
02233080040000,02233080280000,2,0
02233080300000,02233080300000,1,0
02233080330000,02233080330000,2,0
02233080330000,02233080340000,2,0
02233080350000,02233080350000,2,0
02233080350000,02233080360000,2,0
02233130020000,02233130020000,4,0
02233130020000,02233130030000,4,0
02233130020000,02233130040000,4,0
02233130050000,02233130050000,2,0
02233130050000,02233130060000,2,0
02233130100000,02233130100000,1,1
02233130130000,02233130130000,1,0
02233130020000,02233130200000,4,0
02233130230000,02233130230000,1,0
02233130250000,02233130250000,1,0
02233130260000,02233130260000,1,0
02233130270000,02233130270000,1,0
02233130280000,02233130280000,1,0
02233130290000,02233130290000,1,0
02233130300000,02233130300000,1,1
02233130310000,02233130310000,2,0
02233130330000,02233130330000,1,0
02233130340000,02233130340000,1,1
02233130310000,02233130350000,2,0
02233130360000,02233130360000,1,0
02233130370000,02233130370000,1,1
02233130380000,02233130380000,1,1
02233130390000,02233130390000,1,0
02233130410000,02233130410000,1,0
02233130420000,02233130420000,1,0
02233130430000,02233130430000,1,0
02233130440000,02233130440000,1,1
02234000060000,02234000060000,1,1
02234000110000,02234000110000,5,0
02234000110000,02234000120000,5,0
02234010020000,02234010020000,1,0
02234010120000,02234010120000,4,0
02234010130000,02234010130000,1,0
02234010140000,02234010140000,1,0
02234010150000,02234010150000,1,0
02234010160000,02234010160000,1,1
02234010190000,02234010190000,1,0
02234010200000,02234010200000,1,0
02234010210000,02234010210000,1,1
02234010230000,02234010230000,1,0
02234010240000,02234010240000,1,1
02234010290000,02234010290000,5,0
02234010350000,02234010350000,1,0
02234010360000,02234010360000,1,0
02234010370000,02234010370000,1,1
02234010380000,02234010380000,1,1
02234010390000,02234010390000,1,0
02234010290000,02234010420000,5,0
02234010460000,02234010460000,3,0
02234010480000,02234010480000,2,0
02234010500000,02234010500000,1,0
02234010510000,02234010510000,1,0
02234010520000,02234010520000,1,0
02234010530000,02234010530000,1,1
02234010120000,02234010550000,4,0
02234010560000,02234010560000,1,0
02234010480000,02234010570000,2,0
02234010460000,02234010580000,3,0
02234010590000,02234010590000,1,1
02234010460000,02234010600000,3,0
02234010610000,02234010610000,1,0
02234010620000,02234010620000,2,0
02234010620000,02234010630000,2,0
02234010640000,02234010640000,1,0
02234010658002,02234010658002,1,1
02234010661001,02234010661001,1,0
02234010661002,02234010661002,1,0
02234010661003,02234010661003,1,0
02234010661004,02234010661004,1,0
02234010661005,02234010661005,1,0
02234010670000,02234010670000,1,0
02234010680000,02234010680000,1,1
02234020110000,02234020110000,1,0
02234020130000,02234020130000,2,0
02234000110000,02234020150000,5,0
02234000110000,02234020160000,5,0
02234020200000,02234020200000,1,1
02234020240000,02234020240000,2,0
02234020240000,02234020250000,2,0
02234020280000,02234020280000,1,0
02234020300000,02234020300000,1,0
02234020310000,02234020310000,1,0
02234020320000,02234020320000,1,1
02234020330000,02234020330000,1,0
02234020130000,02234020340000,2,0
02234020361001,02234020361001,1,1
02234020361002,02234020361002,1,1
02234020361003,02234020361003,1,0
02234020361004,02234020361004,1,0
02234020371001,02234020371001,1,0
02234020371002,02234020371002,1,0
02234020371003,02234020371003,1,0
02234020371004,02234020371004,1,0
02234020381001,02234020381001,1,0
02234020381002,02234020381002,1,0
02234020381003,02234020381003,1,0
02234020381004,02234020381004,1,0
02234020391001,02234020391001,1,0
02234020391002,02234020391002,1,0
02234020391003,02234020391003,1,0
02234020391004,02234020391004,1,0
02234020401001,02234020401001,1,0
02234020401002,02234020401002,1,0
02234020401003,02234020401003,1,0
02234020401004,02234020401004,1,0
02234020401005,02234020401005,1,0
02234000110000,02234020420000,5,0
02234020430000,02234020430000,2,0
02234020440000,02234020440000,1,1
02234020430000,02234020450000,2,0
02234020460000,02234020460000,1,1
02234020470000,02234020470000,1,1
02234020480000,02234020480000,1,1
02234030020000,02234030020000,1,0
02234030030000,02234030030000,1,1
02234040010000,02234040010000,1,0
02234010290000,02234040040000,5,0
02234010290000,02234040050000,5,0
02234040100000,02234040100000,1,0
02234040110000,02234040110000,1,0
02234010290000,02234040120000,5,0
02241000080000,02241000080000,1,0
02241000200000,02241000190000,2,0
02241000200000,02241000200000,2,0
02241010210000,02241010210000,1,0
02241010260000,02241010260000,1,0
02241060060000,02241060060000,1,0
02241060070000,02241060070000,1,0
02241060110000,02241060110000,1,0
02241060130000,02241060130000,1,0
02241060150000,02241060150000,1,0
02241060190000,02241060190000,1,0
02241060230000,02241060230000,1,0
02243030070000,02243030070000,1,1
02243090120000,02243090120000,2,0
02243090120000,02243090130000,2,0
02244000100000,02244000100000,2,0
02244000150000,02244000150000,1,0
02244000190000,02244000160000,2,0
02244000170000,02244000170000,1,0
02244000190000,02244000190000,2,0
02244000100000,02244050070000,2,0
02251000050000,02251000050000,1,1
02251000200000,02251000200000,1,0
02251000250000,02251000250000,2,0
02251000300000,02251000300000,1,0
02251000310000,02251000310000,1,0
02251000320000,02251000320000,2,0
02251000330000,02251000330000,1,0
02251000360000,02251000360000,2,0
02251000400000,02251000400000,1,0
02251000410000,02251000410000,1,0
02252010030000,02252010030000,1,0
02252010050000,02252010050000,1,1
02252020080000,02252020080000,1,1
02252030020000,02252030020000,3,0
02252030020000,02252030030000,3,0
02252030020000,02252030040000,3,0
02252030060000,02252030050000,4,0
02252030060000,02252030060000,4,0
02252030060000,02252030070000,4,0
02252030060000,02252030080000,4,0
02252030190000,02252030190000,1,0
02252030250000,02252030250000,1,0
02252030260000,02252030260000,1,0
02261030020000,02261030020000,1,1
02261030100000,02261030100000,1,0
02261030110000,02261030110000,1,1
02261030130000,02261030120000,2,0
02261030130000,02261030130000,2,0
02261040140000,02261040140000,1,0
02261040150000,02261040150000,1,0
02261070020000,02261070020000,1,0
02261070030000,02261070030000,1,0
02261070040000,02261070040000,1,0
02261070090000,02261070090000,1,0
02261070100000,02261070100000,1,0
02261090280000,02261090280000,1,0
02261090320000,02261090320000,1,0
02261090341001,02261090341001,1,1
02261090341002,02261090341002,1,1
02261090341003,02261090341003,1,1
02261090341004,02261090341004,1,1
02261090341005,02261090341005,1,1
02261090341006,02261090341006,1,1
02261090341007,02261090341007,1,1
02261090341008,02261090341008,1,1
02261090341009,02261090341009,1,1
02261090341010,02261090341010,1,1
02261090341011,02261090341011,1,1
02261090341012,02261090341012,1,1
02261090341013,02261090341013,1,1
02261090341014,02261090341014,1,1
02261090341015,02261090341015,1,1
02261090341016,02261090341016,1,1
02261090341017,02261090341017,1,1
02261090341018,02261090341018,1,1
02261090350000,02261090350000,1,0
02261090360000,02261090360000,1,0
02261170030000,02261170030000,1,0
02262000070000,02262000060000,5,0
02262000070000,02262000070000,5,0
02262000070000,02262000090000,5,0
02262000070000,02262000100000,5,0
02262000220000,02262000220000,1,0
02262000280000,02262000280000,1,1
02262000360000,02262000360000,3,0
02262000360000,02262000370000,3,0
02262000450000,02262000450000,1,0
02262000470000,02262000470000,1,0
02262000490000,02262000490000,1,0
02262000500000,02262000500000,1,1
02262000510000,02262000510000,1,0
02262000520000,02262000520000,1,0
02262000530000,02262000530000,1,1
02262000541007,02262000541007,1,0
02262000541008,02262000541008,1,0
02262000541009,02262000541009,1,0
02262000541010,02262000541010,1,0
02262000541011,02262000541011,1,0
02262000541012,02262000541012,1,0
02262000541013,02262000541013,1,0
02262000541014,02262000541014,1,0
02262000541015,02262000541015,1,0
02262000541016,02262000541016,1,1
02262000541017,02262000541017,1,1
02262000570000,02262000570000,2,0
02262000570000,02262000580000,2,0
02262000590000,02262000590000,3,0
02262000600000,02262000600000,1,0
02262000590000,02262000620000,3,0
02262000590000,02262000630000,3,0
02262000640000,02262000640000,1,0
02262000650000,02262000650000,1,0
02262000660000,02262000660000,1,1
02262000680000,02262000680000,1,0
02262000690000,02262000690000,1,0
02262010100000,02262010100000,1,1
02262010150000,02262010150000,2,0
02262010150000,02262010210000,2,0
02251000320000,02262010220000,2,0
02262010230000,02262010230000,1,1
02251000250000,02262010240000,2,0
02251000360000,02262010300000,2,0
02262000070000,02262040120000,5,0
02263000120000,02263000120000,1,0
02263000130000,02263000130000,1,0
