group,pin10,keypin,year,longitude,latitude,pin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appellant,appealid,year_appealed,geometry
122,0834300047,08343000470000,2022,-87.97632635867697,41.99939317499056,08343000470000,NA,NA,NA,NA,1612677 - PERFECTION PLATING INC,8,Non-Incentive,PERFECTION PLATING INC,1612677,2023,"list(list(c(-87.97569, -87.97572, -87.97613, -87.97719, -87.97718, -87.97716, -87.97714, -87.97712, -87.97708, -87.97705, -87.977, -87.97696, -87.97691, -87.97687, -87.97681, -87.97673, -87.97665, -87.97655, -87.97644, -87.97634, -87.97622, -87.97608, -87.97599, -87.97569, 41.99889, 41.9998, 41.99979, 41.99977, 41.99971, 41.99965, 41.99959, 41.99954, 41.99947, 41.99941, 41.99936, 41.99931, 41.99926, 41.99922, 41.99917, 41.99912, 41.99908, 41.99902, 41.99898, 41.99895, 41.99892, 41.9989, 41.99888, 
41.99889)))"
121,0834300049,08343000490000,2022,-87.97802491908489,41.99713231311194,08343000490000,OTEPW LLC,1401616074,2,2013,1612698 - RIVERPOINT PROPERTY TR,9,Non-Incentive,RIVERPOINT PROPERTY TR,1612698,2021,"list(list(c(-87.97743, -87.97744, -87.97863, -87.97861, -87.97743, 41.99699, 41.9973, 41.99727, 41.99697, 41.99699)))"
121,0834300050,08343000500000,2022,-87.97757406867782,41.99679003671007,08343000500000,OTEPW LLC,1401616074,2,2013,1612698 - RIVERPOINT PROPERTY TR,9,Non-Incentive,RIVERPOINT PROPERTY TR,1612698,2021,"list(list(c(-87.97654, -87.97655, -87.97706, -87.97743, -87.97861, -87.9786, -87.9786, -87.97654, 41.99661, 41.99701, 41.997, 41.99699, 41.99697, 41.99685, 41.99657, 41.99661)))"
123,0834300051,08343000510000,2022,-87.9697212375118,41.99738225440986,08343000510000,PARKWAY B&T CO,705142051,1,2007,1613226 - FD VENTURE CO LLC,12,Non-Incentive,FD VENTURE CO LLC,1613226,2023,"list(list(c(-87.96932, -87.96934, -87.96935, -87.96936, -87.97002, -87.97003, -87.97004, -87.97005, -87.97005, -87.97006, -87.97007, -87.97007, -87.97008, -87.97008, -87.97009, -87.97009, -87.97009, -87.97009, -87.97009, -87.97009, -87.97008, -87.97008, -87.97008, -87.97008, -87.97009, -87.97009, -87.9701, -87.9701, -87.97011, -87.97012, -87.97013, -87.97015, -87.97016, -87.96932, 41.99679, 41.99731, 41.99767, 41.998, 41.998, 41.998, 41.998, 41.998, 41.99799, 41.99799, 41.99799, 41.99798, 41.99798, 
41.99797, 41.99797, 41.99796, 41.99795, 41.99794, 41.99784, 41.99764, 41.9973, 41.99725, 41.99723, 41.99719, 41.99711, 41.99705, 41.99702, 41.99699, 41.99697, 41.99693, 41.99688, 41.99682, 41.99678, 41.99679)))"
124,0834300052,08343000520000,2022,-87.97784622719918,41.99924191377304,08343000520000,ELLA HOLDINGS LLC TONNE SERIES,1402201105,1,2013,1612874 - ELLA HOLDINGS LLC,13,Incentive,ELLA HOLDINGS LLC,1612874,2023,"list(list(c(-87.978, -87.97763, -87.97754, -87.97726, -87.97726, -87.97631, -87.9764, -87.97654, -87.97666, -87.97678, -87.97691, -87.97697, -87.97706, -87.97714, -87.97719, -87.97723, -87.97726, -87.97728, -87.97875, -87.9787, -87.97837, -87.978, 41.99878, 41.99879, 41.99879, 41.9988, 41.99886, 41.99888, 41.9989, 41.99895, 41.999, 41.99907, 41.99916, 41.99922, 41.99931, 41.99941, 41.99949, 41.99959, 41.99969, 41.99977, 41.99974, 41.99877, 41.99877, 41.99878)))"
121,0834301006,08343010060000,2022,-87.97763374087896,41.99605106359455,08343010060000,NA,NA,NA,NA,1612553 - COMMONWEALTH EDISON CO,11,Non-Incentive,COMMONWEALTH EDISON CO,1612553,2023,"list(list(c(-87.97669, -87.97671, -87.97859, -87.97859, -87.97854, -87.97669, 41.99558, 41.99656, 41.99652, 41.9965, 41.99554, 41.99558)))"
121,0834301016,08343010160000,2022,-87.97438764792031,41.9960687553513,08343010160000,PARKER HANNIFIN CORPORATION,1104141253,2,2011,1613188 - PARKER HANNIFIN,9,Non-Incentive,PARKER HANNIFIN,1613188,2023,"list(list(c(-87.97404, -87.97405, -87.97406, -87.97412, -87.97427, -87.97427, -87.97476, -87.97471, -87.97408, -87.97402, -87.97404, 41.99581, 41.99614, 41.99663, 41.99663, 41.99663, 41.99661, 41.9966, 41.99552, 41.99553, 41.99553, 41.99581)))"
121,0834301019,08343010160000,2022,-87.97488344285023,41.99605718508981,08343010190000,PARKER HANNIFIN CORPORATION,1104141253,2,2011,1613188 - PARKER HANNIFIN,9,Non-Incentive,PARKER HANNIFIN,1613188,2023,"list(list(c(-87.97476, -87.97506, -87.97501, -87.97471, -87.97476, 41.9966, 41.9966, 41.99551, 41.99552, 41.9966)))"
121,0834301020,08343010200000,2022,-87.97606823386485,41.99340792810075,08343010200000,NA,NA,NA,NA,1613291 - RUSH TRUCK CENTERS OF,8,Non-Incentive,RUSH TRUCK CENTERS OF,1613291,2023,"list(list(c(-87.97553, -87.97553, -87.97663, -87.97662, -87.9766, -87.97551, -87.97553, 41.99361, 41.99377, 41.99374, 41.99359, 41.99305, 41.99307, 41.99361)))"
121,0834301021,08343010210000,2022,-87.9760908766933,41.99400632108458,08343010210000,"MEEKHOF INVESTMENTS, LLC",2025439088,1,2020,1610949 - MEEKHOF INVESTMENTS,14,Non-Incentive,MEEKHOF INVESTMENTS,1610949,2023,"list(list(c(-87.97555, -87.97664, -87.97664, -87.97663, -87.97553, -87.97555, 41.99427, 41.99425, 41.99414, 41.99374, 41.99377, 41.99427)))"
121,0834301028,08343010280000,2022,-87.97613389695886,41.994802293165975,08343010280000,"FRG-X-IL1, LP",2201222024,1,2021,"1611124 - FRG-X-IL1, LP",12,Non-Incentive,"FRG-X-IL1, LP",1611124,2023,"list(list(c(-87.97643, -87.97644, -87.97668, -87.97668, -87.97666, -87.97666, -87.97665, -87.97664, -87.97555, -87.97559, -87.97559, -87.97559, -87.97558, -87.97558, -87.97558, -87.97558, -87.97558, -87.97558, -87.97558, -87.97558, -87.97557, -87.97557, -87.97557, -87.97557, -87.97556, -87.97556, -87.97556, -87.97555, -87.97555, -87.97554, -87.97554, -87.97553, -87.97553, -87.97553, -87.97552, -87.97552, -87.97551, -87.97551, -87.9755, -87.9755, -87.97549, -87.97549, -87.97643, 41.99528, 41.9955, 
41.9955, 41.99548, 41.99487, 41.99467, 41.99433, 41.99425, 41.99427, 41.99505, 41.99506, 41.99507, 41.99507, 41.99508, 41.99509, 41.9951, 41.99511, 41.99512, 41.99513, 41.99514, 41.99514, 41.99515, 41.99516, 41.99517, 41.99517, 41.99518, 41.99519, 41.9952, 41.99521, 41.99522, 41.99523, 41.99523, 41.99524, 41.99525, 41.99525, 41.99526, 41.99527, 41.99528, 41.99528, 41.99529, 41.99529, 41.9953, 41.99528)))"
121,0834301029,08343010290000,2022,-87.9758660889543,41.99596773650161,08343010290000,AMB INSTITUTIONAL ALLIANCE FUND III,826010025,1,2008,1614302 - CO PROLOGIS  RE TAX,8,Incentive,CO PROLOGIS  RE TAX,1614302,2023,"list(list(c(-87.97668, -87.97644, -87.97643, -87.97549, -87.97548, -87.97548, -87.97547, -87.97547, -87.97546, -87.97545, -87.97544, -87.97544, -87.97543, -87.97542, -87.97542, -87.97541, -87.97541, -87.9754, -87.97539, -87.97539, -87.97538, -87.97538, -87.97537, -87.97536, -87.97536, -87.97535, -87.97535, -87.97534, -87.97533, -87.97533, -87.97532, -87.97531, -87.97531, -87.9753, -87.97529, -87.97529, -87.97528, -87.97527, -87.97526, -87.97525, -87.97524, -87.97524, -87.97523, -87.97522, -87.97521, 
-87.9752, -87.97519, -87.97518, -87.97518, -87.97517, -87.97516, -87.97515, -87.97514, -87.97514, -87.97513, -87.97512, -87.97511, -87.9751, -87.97509, -87.97508, -87.97508, -87.97507, -87.97506, -87.97505, -87.97504, -87.97503, -87.97501, -87.97506, -87.97594, -87.97671, -87.97669, -87.97668, 41.9955, 41.9955, 41.99528, 41.9953, 41.9953, 41.99531, 41.99532, 41.99533, 41.99533, 41.99534, 41.99534, 41.99535, 41.99536, 41.99536, 41.99537, 41.99537, 41.99538, 41.99538, 41.99538, 41.99539, 41.99539, 
41.9954, 41.9954, 41.9954, 41.99541, 41.99541, 41.99542, 41.99542, 41.99542, 41.99543, 41.99543, 41.99543, 41.99544, 41.99544, 41.99544, 41.99545, 41.99545, 41.99545, 41.99546, 41.99546, 41.99546, 41.99547, 41.99547, 41.99547, 41.99548, 41.99548, 41.99548, 41.99548, 41.99549, 41.99549, 41.99549, 41.99549, 41.99549, 41.9955, 41.9955, 41.9955, 41.9955, 41.9955, 41.9955, 41.9955, 41.99551, 41.99551, 41.99551, 41.99551, 41.99551, 41.99551, 41.99551, 41.9966, 41.99658, 41.99656, 41.99558, 41.9955)))"
125,0834302018,08343020180000,2022,-87.9723870583457,41.99507600166456,08343020180000,NA,NA,NA,NA,1605112 - VERIZON COMMUNICATIONS,4,Non-Incentive,VERIZON COMMUNICATIONS,1605112,2013,"list(list(c(-87.97274, -87.97236, -87.97201, -87.97202, -87.97202, -87.97277, -87.97274, 41.99476, 41.99477, 41.99477, 41.9948, 41.99539, 41.99538, 41.99476)))"
126,0834302020,08343020200000,2022,-87.97125015635316,41.993782691571205,08343020200000,HLRP 2250,515819052,1,2005,1610694 - MLRP 2250 LIVELY LLC,14,Incentive,MLRP 2250 LIVELY LLC,1610694,2023,"list(list(c(-87.97187, -87.97085, -87.97049, -87.9705, -87.97051, -87.97059, -87.97063, -87.97067, -87.97071, -87.97075, -87.9708, -87.97084, -87.97088, -87.97092, -87.97095, -87.97099, -87.97103, -87.97106, -87.9711, -87.97113, -87.97117, -87.9712, -87.97125, -87.97131, -87.97134, -87.97138, -87.97141, -87.97145, -87.97148, -87.97151, -87.97154, -87.97157, -87.9716, -87.97162, -87.97165, -87.97167, -87.9717, -87.97172, -87.97174, -87.97176, -87.97178, -87.9718, -87.97182, -87.97183, -87.97185, -87.97186, 
-87.97188, -87.97189, -87.97192, -87.97192, -87.97191, -87.97187, 41.99312, 41.99314, 41.99315, 41.99391, 41.99424, 41.99424, 41.99424, 41.99424, 41.99424, 41.99425, 41.99425, 41.99426, 41.99426, 41.99427, 41.99427, 41.99428, 41.99429, 41.9943, 41.99431, 41.99431, 41.99433, 41.99434, 41.99436, 41.99438, 41.99439, 41.99441, 41.99443, 41.99444, 41.99446, 41.99448, 41.9945, 41.99452, 41.99454, 41.99456, 41.99458, 41.9946, 41.99462, 41.99464, 41.99466, 41.99468, 41.9947, 41.99472, 41.99474, 41.99476, 
41.99478, 41.9948, 41.99482, 41.99485, 41.99488, 41.99476, 41.99426, 41.99312)))"
127,0834302021,08343020210000,2022,-87.96977980949556,41.995177134204724,08343020210000,ELK GRV VIL,701018013,1,2006,"1614549 - J.D. GRAPHICS COMPANY,",8,Non-Incentive,"J.D. GRAPHICS COMPANY,",1614549,2023,"list(list(c(-87.96993, -87.96962, -87.96927, -87.96928, -87.96973, -87.97018, -87.9702, -87.97021, -87.97022, -87.97023, -87.97024, -87.97024, -87.97025, -87.97026, -87.97026, -87.97027, -87.97028, -87.97028, -87.97029, -87.97029, -87.97029, -87.97029, -87.97028, -87.97028, -87.96993, 41.99492, 41.99493, 41.99494, 41.99544, 41.99543, 41.99542, 41.99542, 41.99542, 41.99542, 41.99542, 41.99542, 41.99541, 41.99541, 41.99541, 41.9954, 41.9954, 41.9954, 41.99539, 41.99539, 41.99538, 41.99537, 41.99525, 
41.99497, 41.99492, 41.99492)))"
127,0834302022,08343020220000,2022,-87.96976381600194,41.99462302222804,08343020220000,"VIP LIVELY, LLC",1325935073,1,2013,"1613156 - VIP LIVELY, LLC",9,Non-Incentive,"VIP LIVELY, LLC",1613156,2023,"list(list(c(-87.96984, -87.96951, -87.96924, -87.96926, -87.96927, -87.96962, -87.96993, -87.97028, -87.97027, -87.97027, -87.96984, 41.99432, 41.99432, 41.99433, 41.99485, 41.99494, 41.99493, 41.99492, 41.99492, 41.99444, 41.99431, 41.99432)))"
127,0834302024,08343020240000,2022,-87.96988100554356,41.9937054805766,08343020240000,ELK GRV VLG,631245001,1,2006,1613157 - MAPES HOLDINGS LLC,13,Non-Incentive,MAPES HOLDINGS LLC,1613157,2023,"list(list(c(-87.9695, -87.96951, -87.96952, -87.96952, -87.96953, -87.96981, -87.97026, -87.97024, -87.97024, -87.9695, 41.99316, 41.99354, 41.99387, 41.99412, 41.99426, 41.99425, 41.99425, 41.99337, 41.99316, 41.99316)))"
128,0834302027,08343020270000,2022,-87.97152219550303,41.995002816190244,08343020270000,"FRG-X-IL2, LP",2203219019,1,2022,"1611125 - FRG-X-IL2, LP",10,Non-Incentive,"FRG-X-IL2, LP",1611125,2023,"list(list(c(-87.97123, -87.97124, -87.97123, -87.97124, -87.97148, -87.97192, -87.97192, -87.97189, -87.97187, -87.97186, -87.97185, -87.97184, -87.97183, -87.97181, -87.97179, -87.97177, -87.97175, -87.97172, -87.97169, -87.97166, -87.97163, -87.97161, -87.97157, -87.97152, -87.97148, -87.97143, -87.97139, -87.97136, -87.97133, -87.97128, -87.97123, -87.97121, -87.97122, -87.97122, -87.97122, -87.97123, -87.97123, -87.97123, 41.99512, 41.99516, 41.99518, 41.9954, 41.9954, 41.99539, 41.99516, 41.99506, 
41.99502, 41.99498, 41.99496, 41.99494, 41.99491, 41.99488, 41.99485, 41.99483, 41.9948, 41.99477, 41.99473, 41.9947, 41.99467, 41.99465, 41.99462, 41.99459, 41.99456, 41.99453, 41.9945, 41.99448, 41.99447, 41.99445, 41.99443, 41.99442, 41.99462, 41.9947, 41.99476, 41.99492, 41.99503, 41.99512)))"
128,0834302028,08343020280000,2022,-87.97088822883778,41.99521687357787,08343020280000,ELK GRV VLG,628332004,1,2006,1612519 - 1055 ARTHUR LLC,10,Incentive,1055 ARTHUR LLC,1612519,2023,"list(list(c(-87.97123, -87.97124, -87.97123, -87.97123, -87.97094, -87.97053, -87.97053, -87.97054, -87.97054, -87.97055, -87.97055, -87.97055, -87.97056, -87.97057, -87.97058, -87.97058, -87.97059, -87.9706, -87.97062, -87.97063, -87.97089, -87.97124, -87.97123, 41.99518, 41.99516, 41.99512, 41.99503, 41.99503, 41.99504, 41.9951, 41.99535, 41.99536, 41.99536, 41.99537, 41.99538, 41.99538, 41.99539, 41.99539, 41.9954, 41.9954, 41.9954, 41.99541, 41.99541, 41.9954, 41.9954, 41.99518)))"
128,0834302029,08343020290000,2022,-87.97087647907013,41.99487052584804,08343020290000,"LIVELY BLVD LLC, AN ILLIN",2029120152,1,2020,1611025 - LIVELY BLVD LLC,14,Non-Incentive,LIVELY BLVD LLC,1611025,2023,"list(list(c(-87.97096, -87.97052, -87.97053, -87.97094, -87.97123, -87.97123, -87.97122, -87.97122, -87.97096, 41.99471, 41.99471, 41.99504, 41.99503, 41.99503, 41.99492, 41.99476, 41.9947, 41.99471)))"
128,0834302030,08343020300000,2022,-87.97084894721665,41.994524639107595,08343020300000,GRW INV INC,1014042059,1,2010,1612920 - TRUST AIR CARGO CO USA,13,Non-Incentive,TRUST AIR CARGO CO USA,1612920,2023,"list(list(c(-87.97096, -87.97122, -87.97122, -87.97121, -87.97119, -87.97114, -87.97108, -87.97104, -87.97099, -87.97093, -87.97087, -87.97082, -87.97078, -87.97075, -87.97071, -87.97068, -87.97065, -87.97058, -87.97051, -87.97052, -87.97052, -87.97096, 41.99471, 41.9947, 41.99462, 41.99442, 41.99441, 41.99439, 41.99438, 41.99437, 41.99435, 41.99435, 41.99433, 41.99433, 41.99432, 41.99432, 41.99431, 41.99431, 41.99431, 41.99432, 41.99432, 41.99451, 41.99471, 41.99471)))"
127,0834302032,08343020240000,2022,-87.96922363490523,41.9936820811295,08343020320000,NA,NA,NA,NA,1613157 - MAPES HOLDINGS LLC,13,Non-Incentive,MAPES HOLDINGS LLC,1613157,2023,"list(list(c(-87.96876, -87.96878, -87.96914, -87.96949, -87.96949, -87.96953, -87.96952, -87.96952, -87.96951, -87.9695, -87.96912, -87.96913, -87.96876, 41.9937, 41.99405, 41.99404, 41.99404, 41.99426, 41.99426, 41.99412, 41.99387, 41.99354, 41.99316, 41.99316, 41.9937, 41.9937)))"
125,0834302034,08343020340000,2022,-87.97353355891816,41.99374524460331,08343020340000,ELK GROVE DATA CENTER 1 LLC,2118022053,1,2021,"1614552 - PROLOGIS, LP",14,Non-Incentive,"PROLOGIS, LP",1614552,2023,"list(list(c(-87.97529, -87.974, -87.97309, -87.97198, -87.972, -87.97201, -87.97236, -87.97274, -87.97274, -87.97403, -87.97533, -87.97529, 41.99308, 41.99309, 41.9931, 41.99312, 41.99426, 41.99477, 41.99477, 41.99476, 41.99427, 41.99424, 41.99421, 41.99308)))"
125,0834302035,08343020350000,2022,-87.97404381389443,41.99479591229159,08343020350000,AMB INSTITUTIONAL ALLIANCE FUND III,826010024,2,2008,"1614605 - PROLOGIS, LP",13,Incentive,"PROLOGIS, LP",1614605,2023,"list(list(c(-87.97536, -87.97536, -87.97536, -87.97533, -87.97403, -87.97274, -87.97274, -87.97275, -87.97277, -87.97292, -87.97355, -87.97383, -87.97402, -87.97408, -87.97501, -87.97502, -87.97503, -87.97504, -87.97505, -87.97506, -87.97507, -87.97508, -87.97509, -87.9751, -87.97511, -87.97512, -87.97513, -87.97514, -87.97514, -87.97515, -87.97516, -87.97517, -87.97517, -87.97518, -87.97519, -87.9752, -87.9752, -87.97521, -87.97522, -87.97523, -87.97524, -87.97525, -87.97525, -87.97526, -87.97526, 
-87.97527, -87.97528, -87.97529, -87.97529, -87.9753, -87.9753, -87.97531, -87.97531, -87.97532, -87.97532, -87.97533, -87.97533, -87.97534, -87.97534, -87.97535, -87.97535, -87.97535, -87.97536, -87.97536, -87.97536, -87.97536, -87.97536, -87.97536, -87.97536, 41.99508, 41.99507, 41.99506, 41.99421, 41.99424, 41.99427, 41.99476, 41.99491, 41.99538, 41.99537, 41.99537, 41.99536, 41.99536, 41.99536, 41.99534, 41.99534, 41.99534, 41.99534, 41.99534, 41.99534, 41.99534, 41.99534, 41.99534, 41.99534, 
41.99533, 41.99533, 41.99533, 41.99533, 41.99532, 41.99532, 41.99532, 41.99532, 41.99531, 41.99531, 41.99531, 41.99531, 41.9953, 41.9953, 41.99529, 41.99529, 41.99528, 41.99528, 41.99527, 41.99527, 41.99526, 41.99526, 41.99525, 41.99525, 41.99524, 41.99524, 41.99523, 41.99523, 41.99522, 41.99521, 41.9952, 41.9952, 41.99519, 41.99518, 41.99517, 41.99516, 41.99515, 41.99514, 41.99514, 41.99513, 41.99512, 41.99511, 41.9951, 41.99509, 41.99508)))"
129,0834304007,08343040070000,2022,-87.97906360241734,41.99325614292351,08343040070000,VILLAGE OF ELK GROVE VILLAGE,518219020,1,2005,1613477 - RJT PARTNERS,7,Non-Incentive,RJT PARTNERS,1613477,2023,"list(list(c(-87.97934, -87.97885, -87.97886, -87.9792, -87.97934, 41.99301, 41.993, 41.99355, 41.99354, 41.99301)))"
130,0834305028,08343050280000,2022,-87.97075383667212,41.99852896936809,08343050280000,1090 PRATT LLC,2403113173,1,2024,1610945 - TAXPAYER OF,12,Incentive,TAXPAYER OF,1610945,2023,"list(list(c(-87.97048, -87.97046, -87.97044, -87.97043, -87.97042, -87.97041, -87.9704, -87.9704, -87.97039, -87.97038, -87.97038, -87.97037, -87.97037, -87.97037, -87.97038, -87.97038, -87.97075, -87.97076, -87.97112, -87.97115, -87.97114, -87.97112, -87.9711, -87.97093, -87.97073, -87.97048, 41.99815, 41.99815, 41.99815, 41.99815, 41.99816, 41.99816, 41.99816, 41.99817, 41.99817, 41.99817, 41.99818, 41.99819, 41.9982, 41.99821, 41.9989, 41.99892, 41.99891, 41.99891, 41.9989, 41.9989, 41.99868, 
41.99814, 41.99814, 41.99814, 41.99814, 41.99815)))"
124,0834305033,08343050330000,2022,-87.97355337084963,41.99847810559158,08343050330000,900 PRATT AVE SERIES MALMO-PRATT LL,1305816108,1,2013,1611027 - MALMO-PRATT LLC-900 PR,13,Incentive,MALMO-PRATT LLC-900 PR,1611027,2023,"list(list(c(-87.97315, -87.97312, -87.97313, -87.97314, -87.97314, -87.97334, -87.97336, -87.97371, -87.97399, -87.97397, -87.97396, -87.97371, -87.97368, -87.97331, -87.97315, 41.9981, 41.9981, 41.99836, 41.99867, 41.99887, 41.99887, 41.99887, 41.99886, 41.99885, 41.99841, 41.99809, 41.99809, 41.99809, 41.9981, 41.9981)))"
124,0834305034,08343050340000,2022,-87.97469587523277,41.99846007892367,08343050340000,PRATT AVE SERIES MALMO-PRATT LLC,905841032,1,2009,1611028 - MALMO-PRATT LLC-PRATT,12,Non-Incentive,MALMO-PRATT LLC-PRATT,1611028,2023,"list(list(c(-87.97415, -87.97405, -87.97396, -87.97397, -87.97399, -87.97408, -87.97416, -87.97443, -87.97478, -87.97516, -87.97543, -87.97541, -87.97513, -87.97476, -87.9744, -87.97415, 41.99808, 41.99808, 41.99809, 41.99841, 41.99885, 41.99885, 41.99885, 41.99885, 41.99885, 41.99884, 41.99883, 41.99807, 41.99807, 41.99808, 41.99808, 41.99808)))"
124,0834305036,08343050360000,2022,-87.97275514832386,41.99849126480647,08343050360000,"RETOUR, LLC",1825541020,1,2018,"1611047 - RETOUR, LLC",12,Incentive,"RETOUR, LLC",1611047,2023,"list(list(c(-87.97237, -87.97237, -87.97239, -87.97259, -87.97282, -87.97297, -87.97314, -87.97314, -87.97313, -87.97312, -87.97295, -87.97281, -87.97258, -87.97237, 41.99811, 41.99844, 41.99888, 41.99888, 41.99887, 41.99887, 41.99887, 41.99867, 41.99836, 41.9981, 41.9981, 41.99811, 41.99811, 41.99811)))"
124,0834305037,08343050370000,2022,-87.9763307677283,41.99843090056579,08343050370000,NA,NA,NA,NA,1613158 - PROLOGIS,14,Non-Incentive,PROLOGIS,1613158,2023,"list(list(c(-87.97587, -87.97564, -87.9755, -87.97541, -87.97543, -87.97552, -87.9759, -87.97626, -87.97643, -87.97663, -87.977, -87.97726, -87.97723, -87.97717, -87.97697, -87.9766, -87.97624, -87.97587, 41.99806, 41.99806, 41.99806, 41.99807, 41.99883, 41.99883, 41.99882, 41.99882, 41.99881, 41.99881, 41.9988, 41.9988, 41.99803, 41.99803, 41.99803, 41.99804, 41.99805, 41.99806)))"
124,0834305038,08343050370000,2022,-87.97738431859088,41.99841100407922,08343050380000,NA,NA,NA,NA,1613158 - PROLOGIS,14,Non-Incentive,PROLOGIS,1613158,2023,"list(list(c(-87.97723, -87.97726, -87.97754, -87.97751, -87.97723, 41.99803, 41.9988, 41.99879, 41.99802, 41.99803)))"
124,0834305039,08343050390000,2022,-87.97810219800328,41.9983973894398,08343050390000,NA,NA,NA,NA,1612473 - KEITH W KRUEGER,10,Non-Incentive,KEITH W KRUEGER,1612473,2023,"list(list(c(-87.9776, -87.97751, -87.97754, -87.97763, -87.978, -87.97837, -87.9787, -87.97867, -87.97866, -87.97866, -87.97865, -87.97865, -87.97864, -87.97864, -87.97863, -87.97863, -87.97862, -87.97861, -87.97861, -87.9786, -87.97859, -87.97859, -87.97858, -87.97856, -87.97834, -87.97797, -87.9776, 41.99802, 41.99802, 41.99879, 41.99879, 41.99878, 41.99877, 41.99877, 41.99808, 41.99807, 41.99806, 41.99806, 41.99805, 41.99805, 41.99804, 41.99804, 41.99803, 41.99803, 41.99803, 41.99802, 41.99802, 
41.99802, 41.99801, 41.99801, 41.998, 41.99801, 41.99801, 41.99802)))"
121,0834307001,08343070010000,2022,-87.97462531407065,41.99748557248045,08343070010000,RIVERPOINT PROPERTY TRUST,1815042181,1,2018,1612600 - RIVERPOINT PROPERTY TR,14,Non-Incentive,RIVERPOINT PROPERTY TR,1612600,2023,"list(list(c(-87.97429, -87.9743, -87.97432, -87.97497, -87.97493, -87.97429, 41.99706, 41.99753, 41.99792, 41.99791, 41.99705, 41.99706)))"
121,0834307002,08343070020000,2022,-87.97789149422326,41.99756811262295,08343070020000,UNKNOWN,1534850056,1,2015,1612602 - RIVERPOINT PROPERTY TR,12,Non-Incentive,RIVERPOINT PROPERTY TR,1612602,2023,"list(list(c(-87.97714, -87.97715, -87.97771, -87.97853, -87.97856, -87.97857, -87.97857, -87.97858, -87.97859, -87.97859, -87.9786, -87.97861, -87.97861, -87.97862, -87.97862, -87.97863, -87.97863, -87.97864, -87.97864, -87.97864, -87.97865, -87.97863, -87.97744, -87.97714, 41.99731, 41.99787, 41.99785, 41.99784, 41.99783, 41.99783, 41.99782, 41.99782, 41.99782, 41.99781, 41.99781, 41.99781, 41.9978, 41.9978, 41.99779, 41.99779, 41.99778, 41.99778, 41.99777, 41.99776, 41.99775, 41.99727, 41.9973, 
41.99731)))"
121,0834307003,08343070030000,2022,-87.9751254252596,41.997475333799265,08343070030000,NA,NA,NA,NA,1612805 - ANDREW KOLOSA,12,Non-Incentive,ANDREW KOLOSA,1612805,2023,"list(list(c(-87.97493, -87.97497, -87.97532, -87.97529, -87.97493, 41.99705, 41.99791, 41.9979, 41.99704, 41.99705)))"
121,0834307004,08343070040000,2022,-87.9761379779089,41.99745556114537,08343070040000,NA,NA,NA,NA,1612697 - RIVERPOINT PROPERTY TR,12,Non-Incentive,RIVERPOINT PROPERTY TR,1612697,2021,"list(list(c(-87.97597, -87.97573, -87.97577, -87.97654, -87.97651, -87.97597, 41.99703, 41.99703, 41.99789, 41.99788, 41.99702, 41.99703)))"
121,0834307006,08343070060000,2022,-87.9768023762159,41.9974431443732,08343070060000,NA,NA,NA,NA,1612697 - RIVERPOINT PROPERTY TR,12,Non-Incentive,RIVERPOINT PROPERTY TR,1612697,2021,"list(list(c(-87.97651, -87.97654, -87.9771, -87.97707, -87.97706, -87.97655, -87.97651, 41.99702, 41.99788, 41.99787, 41.99731, 41.997, 41.99701, 41.99702)))"
121,0834307007,08343070070000,2022,-87.97552569005384,41.99746782905521,08343070070000,NA,NA,NA,NA,1612697 - RIVERPOINT PROPERTY TR,12,Non-Incentive,RIVERPOINT PROPERTY TR,1612697,2021,"list(list(c(-87.97529, -87.97532, -87.97577, -87.97573, -87.97529, 41.99704, 41.9979, 41.99789, 41.99703, 41.99704)))"
121,0834307012,08343070120000,2022,-87.97304244796442,41.99609108980498,08343070120000,NEW GREAT WALL RLTY LLC,1036404194,1,2010,1612918 - NEW GREAT WALL REALTY,13,Incentive,NEW GREAT WALL REALTY,1612918,2023,"list(list(c(-87.97203, -87.97205, -87.97205, -87.97359, -87.97406, -87.97405, -87.97404, -87.97402, -87.97291, -87.97203, -87.97203, 41.99582, 41.99645, 41.99666, 41.99663, 41.99663, 41.99614, 41.99581, 41.99553, 41.99554, 41.99555, 41.99582)))"
121,0834307016,08343070160000,2022,-87.9731795181438,41.997329176433674,08343070160000,RIVERPOINT PROPERTY TRUST,1734719010,1,2017,1612599 - RIVERPOINT PROPERTY TR,13,Non-Incentive,RIVERPOINT PROPERTY TR,1612599,2023,"list(list(c(-87.97392, -87.97333, -87.97226, -87.97205, -87.97206, -87.97206, -87.97207, -87.9725, -87.97313, -87.97414, -87.97432, -87.9743, -87.97429, -87.97428, -87.97413, -87.97392, 41.99671, 41.99672, 41.99673, 41.99674, 41.99689, 41.99726, 41.99796, 41.99795, 41.99794, 41.99792, 41.99792, 41.99753, 41.99706, 41.9967, 41.9967, 41.99671)))"
